segment,is_non_e_and_p,category,confidence,rationale
BITUMEN EXTRACT  DEVELOPMENT,False,Unknown,0.9,Contains 'Development' and 'Bitumen Extract' which suggests upstream oil sands or E&P activity.
BITUMEN EXTRACT DEVELOPMENT,False,Unknown,0.9,"Same as above, indicates upstream bitumen extraction development."
OILFIELD PUMP EQUIPMENT,True,Oilfield Services,1.0,"Refers to equipment supply, an oilfield services activity, not E&P."
OIL & GAS-EXPLOR & DRILLING,False,Unknown,1.0,"Explicitly exploration and drilling, clear E&P activity."
LESSORS OF MINERAL RIGHTS,True,Corporate/Other,1.0,"Leasing mineral rights is a non-operating activity, not E&P."
OIL & GAS PRODUCTION-ONSHORE,False,Unknown,1.0,"Explicit onshore production, clear E&P activity."
Oil & Gas Production-Onshore,False,Unknown,1.0,"Same as above, clear E&P activity."
Gas Distribution,True,Utilities/Power,1.0,"Gas distribution is a downstream/utilities activity, not E&P."
Marketing,True,Trading/Marketing,1.0,"Marketing is a downstream/trading activity, not E&P."
Midstream Services,True,Midstream,1.0,"Explicitly midstream, not E&P."
Natural Gas Distribution,True,Utilities/Power,1.0,"Gas distribution is downstream/utilities, not E&P."
MOTION PICTURES,True,Mining/Other,1.0,"Clearly unrelated to E&P, entertainment industry."
MANUFACTURING SALES,False,Unknown,0.6,"Vague term; could relate to energy equipment or other, ambiguous."
OIL & GAS SERVICES,False,Unknown,0.8,"Could be oilfield services or integrated E&P services; ambiguous, default false."
OIL & GAS INFORMATION SERV,True,Corporate/Other,0.9,"Information services are non-operating, not E&P."
BROKERAGE OF LEASEHOLD INTRT,True,Corporate/Other,1.0,"Brokerage of leasehold interests is a non-operating activity, not E&P."
OIL EXPLORATION & PRODUCTION,False,Unknown,1.0,Explicit E&P activity.
OIL & GAS ROYALTIES & PRODTN,False,Unknown,0.95,"Contains production and royalties; production is E&P, so default false."
BROKERAGE OF LEASEHOLD INT,True,Corporate/Other,1.0,"Brokerage is non-operating, not E&P."
Oil and Gas Information Services,True,Corporate/Other,0.9,"Information services are non-operating, not E&P."
Brokerage of Leasehold Interests,True,Corporate/Other,1.0,"Brokerage is non-operating, not E&P."
Oil And Gas Leases Royalties,False,Unknown,0.9,Royalties relate to E&P assets; presence of royalties alone does not exclude E&P.
Corporate and Investment,True,Corporate/Other,1.0,"Corporate and investment activities are non-operating, not E&P."
Oil and Gas Leasehold Interests,False,Unknown,0.85,Leasehold interests relate to E&P assets; ambiguous but default false.
OILFIELD SUPPLY-SVCS-VALVES,True,Oilfield Services,1.0,"Supply and services of valves is oilfield services, not E&P."
OILFIELD SUPPLY & SERVICES,True,Oilfield Services,1.0,"Clearly oilfield services, not E&P."
OIL & GAS SERVICES-CONTRACT,False,Unknown,0.8,"Could be oilfield services or integrated E&P services; ambiguous, default false."
CHEMICALS & FERTILIZERS,True,Chemicals,1.0,"Clearly chemicals and fertilizers, non-E&P."
MILLING & MINING,True,Mining/Other,1.0,"Mining unrelated to oil & gas, non-E&P."
AGRICULTURE OPERATIONS,True,Mining/Other,1.0,Agriculture unrelated to E&P.
HARD ROCK MINING,True,Mining/Other,1.0,"Mining unrelated to oil & gas, non-E&P."
RECREATIONAL VEHICLES,True,Mining/Other,1.0,"Clearly unrelated to E&P, non-energy activity."
OIL & GAS SERVICES & PRODS,False,Unknown,0.8,Ambiguous mix of services and products related to oil & gas; default false.
Oil & Gas Exploration & Prod,False,Unknown,1.0,Explicit E&P activity.
OIL & NATURAL GAS PRODUCTION,False,Unknown,1.0,"Explicit production activity, E&P."
NAT GAS MRKTING-TRANS & DIST,True,Trading/Marketing,1.0,"Marketing, transmission, and distribution are downstream/midstream activities, not E&P."
MARKETING-TRANSMISSION-DISTR,True,Trading/Marketing,1.0,"Marketing, transmission, and distribution are downstream/midstream activities, not E&P."
FERTILIZER-SOIL CONDITIONER,True,Chemicals,1.0,"Clearly chemicals and fertilizers, non-E&P."
DRILLING ARRANGEMENT SERVICE,False,Unknown,0.8,"Drilling arrangement suggests upstream drilling support, ambiguous but likely E&P related; default false."
MFG ENERGY EQUIP & FOUNDRIES,False,Unknown,0.7,"Manufacturing energy equipment could be oilfield services or equipment supplier; ambiguous, default false."
ENERGY SERVICES,False,Unknown,0.7,Vague term that could include oilfield services or E&P; default false.
OIL & GAS EXPLORATION & PDTN,False,Unknown,1.0,Explicit E&P activity.
HUMAN SERVICES & OTHER,True,Mining/Other,1.0,"Clearly unrelated to E&P, non-energy activity."
MFG ENERGY EQUIPMENT-SUPPLY,False,Unknown,0.7,"Manufacturing and supply of energy equipment could be oilfield services; ambiguous, default false."
DRILLING & REAL ESTATE,False,Unknown,0.8,"Mixes drilling (E&P) and real estate (non-E&P); ambiguous, default false."
CONSTRUCTION-WATER-SEWER SYS,True,Mining/Other,1.0,Construction of water and sewer systems is non-E&P activity.
BUILDING SUPPLIES,True,Mining/Other,1.0,Building supplies unrelated to E&P.
ENGINEERING SERVICES,False,Unknown,0.7,"Could be engineering for E&P or other sectors; ambiguous, default false."
ICE CREAM FACTORIES & EATING,True,Mining/Other,1.0,"Clearly unrelated to E&P, food industry."
BIO-HAZARD WASTE SERVICES,True,Mining/Other,1.0,Waste services unrelated to E&P.
WASTE SERVICES,True,Mining/Other,1.0,Waste services unrelated to E&P.
PETROLEUM PRODUCTION-EXPLOR,False,Unknown,1.0,"Explicit petroleum exploration and production, E&P activity."
GAS TRANSMISSION,True,Midstream,1.0,"Gas transmission is a midstream activity, not E&P."
INSULATION PROCESSOR,True,Mining/Other,1.0,Insulation processing unrelated to E&P.
ALUMINUM EXTRUSIONS,True,Mining/Other,1.0,Aluminum extrusions unrelated to E&P.
MINERAL PROPERTIES,False,Unknown,0.7,"Could relate to oil & gas mineral properties or other minerals; ambiguous, default false."
OIL ROYALTIES,False,Unknown,0.9,Royalties relate to E&P assets; default false.
OIL & GAS - LIQUIDATING,False,Unknown,0.8,"Likely related to E&P asset liquidation; ambiguous but contains E&P cues, default false."
AUTO DEALERS & OTHER,True,Mining/Other,1.0,Auto dealers unrelated to E&P.
OIL & GAS PROD-ON & OFFSHORE,False,Unknown,1.0,"Explicit production on and offshore, clear E&P activity."
AUTOMOTIVE,True,Mining/Other,1.0,Automotive unrelated to E&P.
WHOLESALE DISTRIBUTION,True,Mining/Other,1.0,Wholesale distribution is a non-E&P commercial activity.
POTABLE WATER,True,Mining/Other,1.0,Potable water unrelated to E&P.
AVIATION,True,Mining/Other,1.0,Aviation unrelated to E&P.
SEISMIC,False,Unknown,1.0,"Seismic is an exploration activity, part of upstream E&P."
AVIATION SALES & SERVICES,True,Downstream,0.9,Aviation sales and services clearly relate to downstream activities such as fuel sales and services to aviation sector.
WHOLESALE FUEL PRODUCTS,True,Downstream,0.95,Wholesale fuel products clearly indicate downstream fuel marketing and distribution.
Colombia,False,Unknown,0.8,"Geographic name only, ambiguous and could include E&P or other activities."
Malaysia-Thailand,False,Unknown,0.8,"Geographic name only, ambiguous and could include E&P or other activities."
Equatorial Guinea,False,Unknown,0.8,"Geographic name only, ambiguous and could include E&P or other activities."
Exploration,False,Unknown,1.0,Exploration is a core E&P activity.
OIL & NATURAL GAS-ONSHORE,False,Unknown,1.0,Onshore oil and gas indicates upstream E&P activity.
NATURAL GAS MARKETING & PROC,True,Trading/Marketing,0.9,"Marketing and processing of natural gas is a midstream/trading activity, not upstream E&P."
Other/Corporate,True,Corporate/Other,1.0,Corporate and other non-operating segment clearly non-E&P.
Gas Gathering and Processing,True,Midstream,1.0,"Gas gathering and processing is a midstream activity, not upstream E&P."
Gas Gathering & Processing,True,Midstream,1.0,"Gas gathering and processing is a midstream activity, not upstream E&P."
Mid-Stream,True,Midstream,1.0,Midstream clearly denotes non-E&P activities such as transportation and processing.
OILFIELD MANUFACTURING & SVC,True,Oilfield Services,0.95,"Manufacturing and services related to oilfield equipment is oilfield services, not E&P."
RETAIL SALES,True,Downstream,0.9,Retail sales typically refer to downstream fuel or product sales.
MINERAL OPERATIONS,True,Mining/Other,0.9,Mineral operations generally refer to mining activities other than oil and gas.
COMMERCIAL OPERATIONS,False,Unknown,0.7,"Vague term, could include E&P or other activities."
CONSTRUCTION OPERATIONS,False,Unknown,0.7,"Vague term, could be related to E&P or other activities."
Mineral Operations,True,Mining/Other,0.9,Mineral operations generally refer to mining activities other than oil and gas.
Commercial Operations,False,Unknown,0.7,"Vague term, could include E&P or other activities."
Construction Operations,False,Unknown,0.7,"Vague term, could be related to E&P or other activities."
Minerals,True,Mining/Other,0.9,Minerals indicates mining activities other than oil and gas.
Real Estate,True,Real Estate,1.0,Real estate is clearly non-E&P.
"Mineral Properties, Management Fees & Other",True,Mining/Other,0.9,Mineral properties and management fees indicate non-E&P mining or other activities.
Mineral Properties,True,Mining/Other,0.9,Mineral properties indicate mining activities other than oil and gas.
OILFIELD EQ & TUBULAR GOODS,True,Oilfield Services,0.95,"Oilfield equipment and tubular goods are oilfield services/supplies, not E&P."
CRUDE OIL BLENDING,True,Downstream,0.9,"Crude oil blending is a downstream activity, not upstream E&P."
RESH & DEV-OIL WELL DRILLING,False,Unknown,1.0,Development and oil well drilling are upstream E&P activities.
GEOPHYSICAL EQ-SALES & SERV,True,Oilfield Services,0.9,"Sales and services of geophysical equipment are oilfield services, not E&P."
OIL & GAS ACQUISTION & DEV,False,Unknown,1.0,Acquisition and development of oil and gas assets is upstream E&P.
Oil & Gas Exploration-Eastern Europe,False,Unknown,1.0,Exploration is an upstream E&P activity.
Refining & Marketing-Eastern Europe,True,Downstream,1.0,Refining and marketing are downstream activities.
Oil & Gas Exploration-Canada,False,Unknown,1.0,Exploration is an upstream E&P activity.
Other-Eastern Europe,False,Unknown,0.7,"Vague geographic segment, ambiguous."
EXPLORATION & PROD - ONSHORE,False,Unknown,1.0,Exploration and production is upstream E&P.
CRUDE OIL & CONDENSATE,False,Unknown,1.0,Crude oil and condensate production is upstream E&P.
REFINING MARKETING & TRANS,True,Downstream,1.0,"Refining, marketing, and transportation are downstream and midstream activities."
GEOTHERMAL & POWER OPERATION,True,Utilities/Power,0.95,"Geothermal and power operations are utilities/power, not upstream E&P."
CARBON & MINERALS,True,Mining/Other,0.9,Carbon and minerals indicate mining or other non-E&P activities.
CORPORATE & UNALLOCATED,True,Corporate/Other,1.0,"Corporate and unallocated is non-operating, non-E&P."
GLOBAL TRADE,True,Trading/Marketing,0.9,"Global trade indicates trading/marketing activities, not upstream E&P."
U S EXPLORATION-PRODUCTION,False,Unknown,1.0,Exploration and production is upstream E&P.
INTL EXPLORATION-PRODUCTION,False,Unknown,1.0,Exploration and production is upstream E&P.
Geothermal & Power Operations,True,Utilities/Power,0.95,"Geothermal and power operations are utilities/power, not upstream E&P."
Trade,True,Trading/Marketing,0.9,"Trade is a trading/marketing activity, not upstream E&P."
Alaska-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Far East-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Other-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Carbon & Minerals,True,Mining/Other,0.9,Carbon and minerals indicate mining or other non-E&P activities.
Global Trade,True,Trading/Marketing,0.9,"Global trade indicates trading/marketing activities, not upstream E&P."
Spirit Energy 76,False,Unknown,0.6,"Company name without clear activity indication, ambiguous."
Far East,False,Unknown,0.8,"Geographic name only, ambiguous."
Lower 48-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Canada-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Asia-Exploration & Production,False,Unknown,1.0,Exploration and production is upstream E&P.
U.S. Exploration and Production,False,Unknown,1.0,Exploration and production is upstream E&P.
Midstream & Marketing,True,Midstream,1.0,Midstream and marketing are non-E&P activities.
VIDICON TUBES,True,Other,0.9,Vidicon tubes are electronic components unrelated to E&P.
METAL MANUFACTURING,True,Other,0.9,Metal manufacturing is unrelated to E&P.
PLASTIC EXTRUSION,True,Other,0.9,Plastic extrusion is unrelated to E&P.
OTHER INDUSTRIES,True,Other,0.8,Other industries is a non-E&P catchall category.
EQUIPMENT RENTAL & LEASING,True,Oilfield Services,0.9,"Equipment rental and leasing is an oilfield services activity, not E&P."
OIL & GAS LEASE BROKERAGE,True,Oilfield Services,0.9,"Lease brokerage is a service activity, not upstream E&P."
ONSHORE & OFFSHORE OIL-GAS,False,Unknown,1.0,Onshore and offshore oil and gas indicates upstream E&P.
AMUSEMENT PARKS,True,Other,1.0,Amusement parks are unrelated to E&P.
ENTERTAINMENT,True,Other,1.0,Entertainment is unrelated to E&P.
ENERGY,False,Unknown,0.7,"Vague term, could include E&P or other activities."
SYSTEMS & ENGINEERING,False,Unknown,0.7,"Vague term, could be related to E&P or other activities."
ROYALTY INVESTMENTS,True,Corporate/Other,0.9,"Royalty investments are financial and non-operating, non-E&P."
Oil and Gas - Domestic,False,Unknown,0.8,Generic oil and gas segment likely includes upstream E&P.
CONSULTING CONTRACT SERVICES,True,Oilfield Services,0.9,"Consulting and contract services are service activities, not upstream E&P."
OIL-GAS-SULPHUR EXPLORATION,False,Unknown,1.0,Exploration is an upstream E&P activity.
OIL-GAS EXPLORATION,False,Unknown,1.0,Exploration is an upstream E&P activity.
Marketing and Midstream,True,Midstream,1.0,Marketing and midstream are non-E&P activities.
MARKETING & MIDSTREAM,True,Midstream,1.0,Marketing and midstream are non-E&P activities.
